NA_1555 	 objective
NA_8512 	 objective
NA_1130 	 negative
NA_6285 	 positive
NA_T15111514 	 positive
NA_3620 	 neutral
NA_T15116517 	 objective
NA_T15115310 	 positive
NA_1301 	 neutral
NA_4194 	 positive
NA_T15112479 	 positive
NA_8817 	 positive
NA_T15116644 	 neutral
NA_T15113970 	 positive
NA_1315 	 neutral
NA_6871 	 positive
NA_8401 	 negative
NA_3459 	 objective
NA_T15111413 	 objective
NA_6156 	 positive
NA_T15113766 	 positive
NA_2855 	 neutral
NA_7321 	 positive
NA_T15112680 	 objective
NA_2512 	 objective
NA_1617 	 objective
NA_7398 	 objective
NA_2362 	 neutral
NA_6514 	 positive
NA_4317 	 positive
NA_293 	 positive
NA_8912 	 objective
NA_T15114305 	 positive
NA_T15115573 	 positive
NA_T15113232 	 neutral
NA_3065 	 objective
NA_6484 	 positive
NA_3640 	 positive
NA_1729 	 objective
NA_2519 	 neutral
NA_5066 	 objective
NA_4225 	 positive
NA_T15112838 	 neutral
NA_T15116232 	 positive
NA_T15112484 	 objective
NA_1642 	 positive
NA_4398 	 positive
NA_5437 	 objective
NA_7849 	 positive
NA_3035 	 neutral
NA_1614 	 neutral
NA_6602 	 positive
NA_2647 	 positive
NA_3003 	 positive
NA_6522 	 positive
NA_T15115533 	 objective
NA_6105 	 neutral
NA_T15115936 	 positive
NA_1657 	 positive
NA_8868 	 positive
NA_3933 	 objective
NA_T15114588 	 objective
NA_353 	 negative
NA_7649 	 objective
NA_7859 	 negative
NA_8836 	 positive
NA_8847 	 objective
NA_2850 	 positive
NA_781 	 neutral
NA_5639 	 neutral
NA_6645 	 neutral
NA_8947 	 positive
NA_5361 	 positive
NA_603 	 negative
NA_8643 	 neutral
NA_3797 	 positive
NA_6950 	 negative
NA_T15111882 	 positive
NA_7427 	 objective
NA_7297 	 neutral
NA_1359 	 positive
NA_7372 	 negative
NA_3222 	 objective
NA_1187 	 negative
NA_7152 	 objective
NA_2180 	 objective
NA_8899 	 positive
NA_T15111795 	 positive
NA_6416 	 positive
NA_1101 	 positive
NA_5220 	 negative
NA_6980 	 objective
NA_5651 	 neutral
NA_T15112006 	 objective
NA_6363 	 positive
NA_T15113661 	 neutral
NA_2504 	 objective
NA_3498 	 neutral
NA_5394 	 positive
NA_T15111588 	 positive
NA_6947 	 positive
NA_387 	 positive
NA_3170 	 objective
NA_6565 	 positive
NA_8482 	 positive
NA_6468 	 negative
NA_222 	 positive
NA_7153 	 objective
NA_547 	 positive
NA_1935 	 objective
NA_5111 	 positive
NA_T15116242 	 neutral
NA_2830 	 neutral
NA_5990 	 positive
NA_259 	 objective
NA_1633 	 neutral
NA_5677 	 negative
NA_7603 	 objective
NA_1028 	 negative
NA_5298 	 neutral
NA_2115 	 negative
NA_5692 	 positive
NA_T15114457 	 objective
NA_4860 	 objective
NA_2312 	 positive
NA_1052 	 negative
NA_2143 	 objective
NA_6618 	 positive
NA_2350 	 objective
NA_6353 	 objective
NA_7982 	 positive
NA_T15112122 	 neutral
NA_3082 	 positive
NA_2445 	 objective
NA_6882 	 neutral
NA_8010 	 negative
NA_6213 	 positive
NA_T15115272 	 negative
NA_8790 	 objective
NA_5370 	 positive
NA_6641 	 objective
NA_T15114441 	 negative
NA_7346 	 positive
NA_8105 	 neutral
NA_4219 	 positive
NA_4594 	 positive
NA_7900 	 objective
NA_8973 	 negative
NA_2089 	 objective
NA_8835 	 negative
NA_8244 	 positive
NA_8735 	 positive
NA_8812 	 positive
NA_3878 	 negative
NA_7534 	 objective
NA_T15115697 	 neutral
NA_6909 	 negative
NA_401 	 neutral
NA_5734 	 objective
NA_961 	 neutral
NA_4826 	 objective
NA_2759 	 negative
NA_T15112024 	 objective
NA_978 	 objective
NA_6232 	 neutral
NA_8530 	 positive
NA_5528 	 objective
NA_1682 	 negative
NA_T15114962 	 objective
NA_3007 	 objective
NA_6994 	 negative
NA_1414 	 neutral
NA_2056 	 positive
NA_5931 	 negative
NA_7584 	 objective
NA_7215 	 neutral
NA_78 	 positive
NA_T15112400 	 positive
NA_8065 	 objective
NA_735 	 objective
NA_8321 	 positive
NA_2212 	 positive
NA_4703 	 positive
NA_8216 	 neutral
NA_T15115875 	 objective
NA_3423 	 positive
NA_2446 	 positive
NA_T15111890 	 neutral
NA_1110 	 negative
NA_5635 	 objective
NA_4598 	 objective
NA_7010 	 positive
NA_T15112408 	 positive
NA_4736 	 positive
NA_3289 	 positive
NA_4168 	 neutral
NA_5376 	 positive
NA_2676 	 objective
NA_5328 	 positive
NA_1389 	 objective
NA_2404 	 positive
NA_8116 	 positive
NA_7985 	 negative
NA_T15112085 	 objective
NA_3968 	 objective
NA_3888 	 positive
NA_T15114485 	 positive
NA_3581 	 positive
NA_1689 	 positive
NA_7246 	 objective
NA_T15115266 	 positive
NA_8727 	 positive
NA_2554 	 negative
NA_1436 	 neutral
NA_T15112711 	 positive
NA_T15115755 	 neutral
NA_3114 	 neutral
NA_6207 	 objective
NA_8953 	 objective
NA_8122 	 positive
NA_T15113685 	 negative
NA_4178 	 positive
NA_2242 	 neutral
NA_2611 	 neutral
NA_7932 	 negative
NA_8448 	 negative
NA_3907 	 positive
NA_3862 	 neutral
NA_5770 	 negative
NA_581 	 positive
NA_1051 	 negative
NA_1661 	 positive
NA_6028 	 positive
NA_8609 	 positive
NA_4476 	 positive
NA_257 	 neutral
NA_8500 	 positive
NA_2063 	 objective
NA_T15112575 	 positive
NA_990 	 negative
NA_4028 	 negative
NA_7401 	 objective
NA_4538 	 objective
NA_1254 	 objective
NA_1659 	 negative
NA_T15115172 	 negative
NA_2037 	 objective
NA_1817 	 negative
NA_T15111962 	 positive
NA_1992 	 objective
NA_2590 	 positive
NA_6242 	 objective
NA_7633 	 objective
NA_T15111233 	 positive
NA_1826 	 objective
NA_7367 	 positive
NA_3995 	 positive
NA_T15116165 	 objective
NA_6799 	 positive
NA_T15115628 	 objective
NA_537 	 positive
NA_T15111547 	 objective
NA_107 	 objective
NA_T15113939 	 objective
NA_8660 	 positive
NA_T15111827 	 positive
NA_2565 	 positive
NA_7761 	 positive
NA_3022 	 objective
NA_T15114753 	 objective
NA_6823 	 negative
NA_5357 	 neutral
NA_6261 	 positive
NA_T15113173 	 objective
NA_4062 	 neutral
NA_5488 	 objective
NA_3756 	 negative
NA_5699 	 positive
NA_6703 	 positive
NA_6734 	 neutral
NA_37 	 objective
NA_8559 	 positive
NA_T15111535 	 neutral
NA_2808 	 positive
NA_6844 	 neutral
NA_8976 	 positive
NA_812 	 positive
NA_T15112735 	 positive
NA_6999 	 positive
NA_776 	 positive
NA_1787 	 neutral
NA_3418 	 positive
NA_5688 	 objective
NA_2707 	 objective
NA_3244 	 objective
NA_T15116615 	 negative
NA_3031 	 negative
NA_3625 	 positive
NA_8426 	 neutral
NA_752 	 positive
NA_2421 	 positive
NA_7093 	 objective
NA_4936 	 positive
NA_1902 	 positive
NA_3076 	 positive
NA_4155 	 objective
NA_4812 	 positive
NA_T15114737 	 neutral
NA_3786 	 neutral
NA_3122 	 objective
NA_6772 	 neutral
NA_6911 	 positive
NA_7323 	 positive
NA_T15112286 	 negative
NA_T15111628 	 objective
NA_5932 	 negative
NA_6584 	 objective
NA_471 	 neutral
NA_3340 	 positive
NA_6716 	 objective
NA_1273 	 positive
NA_4634 	 objective
NA_7410 	 objective
NA_T15116281 	 neutral
NA_805 	 objective
NA_1907 	 objective
NA_2464 	 positive
NA_2276 	 objective
NA_276 	 objective
NA_7804 	 neutral
NA_T15115341 	 positive
NA_5828 	 neutral
NA_3477 	 positive
NA_5304 	 positive
NA_7141 	 objective
NA_6563 	 objective
NA_4844 	 objective
NA_3100 	 positive
NA_4837 	 negative
NA_5597 	 objective
NA_270 	 negative
NA_1846 	 negative
NA_8673 	 neutral
NA_T15113267 	 neutral
NA_6006 	 objective
NA_T15112836 	 objective
NA_1724 	 positive
NA_454 	 objective
NA_T15115489 	 positive
NA_3265 	 positive
NA_3063 	 positive
NA_3764 	 neutral
NA_695 	 positive
NA_T15115249 	 objective
NA_5419 	 negative
NA_2945 	 negative
NA_121 	 objective
NA_6634 	 objective
NA_5381 	 positive
NA_T15116708 	 objective
NA_1848 	 positive
NA_7087 	 positive
NA_5327 	 objective
NA_T15112560 	 objective
NA_4682 	 positive
NA_8314 	 neutral
NA_4546 	 objective
NA_6646 	 neutral
NA_T15114796 	 positive
NA_8399 	 positive
NA_191 	 positive
NA_6375 	 positive
NA_7507 	 objective
NA_6937 	 objective
NA_508 	 negative
NA_7158 	 objective
NA_T15111951 	 positive
NA_1231 	 neutral
NA_7360 	 negative
NA_1331 	 objective
NA_4630 	 positive
NA_7374 	 positive
NA_T15113588 	 objective
NA_6282 	 negative
NA_5248 	 neutral
NA_409 	 positive
NA_8223 	 objective
NA_560 	 objective
NA_1878 	 negative
NA_T15111619 	 neutral
NA_2152 	 positive
NA_2811 	 neutral
NA_442 	 objective
NA_3308 	 positive
NA_5395 	 positive
NA_5740 	 negative
NA_7713 	 neutral
NA_6408 	 positive
NA_T15114276 	 neutral
NA_T15111358 	 neutral
NA_T15112548 	 positive
NA_T15113966 	 neutral
NA_8290 	 objective
NA_7782 	 positive
NA_T15112965 	 negative
NA_6405 	 objective
NA_T15113729 	 neutral
NA_2053 	 neutral
NA_8488 	 negative
NA_6574 	 positive
NA_8924 	 positive
NA_T15112345 	 positive
NA_1735 	 positive
NA_5132 	 positive
NA_3 	 objective
NA_3172 	 neutral
NA_3479 	 positive
NA_1639 	 negative
NA_T15115951 	 positive
NA_3104 	 positive
NA_T15113892 	 neutral
NA_982 	 objective
NA_8891 	 positive
NA_3628 	 objective
NA_T15115433 	 positive
NA_5363 	 objective
NA_T15113104 	 negative
NA_T15115104 	 positive
NA_T15113759 	 objective
NA_T15115726 	 positive
NA_3777 	 positive
NA_T15112505 	 positive
NA_8850 	 neutral
NA_6296 	 objective
NA_6272 	 positive
NA_7721 	 positive
NA_313 	 positive
NA_1893 	 positive
NA_6983 	 positive
NA_1032 	 objective
NA_1295 	 objective
NA_8210 	 positive
NA_8277 	 neutral
NA_4756 	 positive
NA_3084 	 neutral
NA_T15115919 	 positive
NA_619 	 positive
NA_2488 	 positive
NA_2349 	 positive
NA_T15114174 	 negative
NA_T15115535 	 positive
NA_2573 	 positive
NA_T15113871 	 objective
NA_6713 	 objective
NA_2167 	 negative
NA_T15114880 	 neutral
NA_1066 	 neutral
NA_T15114936 	 objective
NA_4372 	 objective
NA_7868 	 objective
NA_1056 	 objective
NA_T15112738 	 negative
NA_2602 	 neutral
NA_T15115503 	 objective
NA_7206 	 positive
NA_7991 	 negative
NA_7242 	 objective
NA_6932 	 neutral
NA_T15113881 	 objective
NA_2281 	 negative
NA_1038 	 neutral
NA_8006 	 neutral
NA_2038 	 objective
NA_7525 	 positive
NA_1977 	 positive
NA_211 	 positive
NA_4042 	 objective
NA_T15113304 	 positive
NA_6430 	 positive
NA_4651 	 positive
NA_1043 	 objective
NA_3589 	 positive
NA_286 	 neutral
NA_2597 	 neutral
NA_6543 	 positive
NA_2380 	 neutral
NA_2938 	 negative
NA_863 	 positive
NA_7159 	 objective
NA_T15115175 	 positive
NA_8629 	 neutral
NA_4261 	 positive
NA_1736 	 objective
NA_5884 	 positive
NA_6258 	 objective
NA_6356 	 objective
NA_8961 	 positive
NA_3087 	 positive
NA_1728 	 negative
NA_1924 	 objective
NA_3588 	 objective
NA_7230 	 objective
NA_T15114707 	 objective
NA_5100 	 negative
NA_2613 	 positive
NA_T15115195 	 objective
NA_992 	 positive
NA_4387 	 objective
NA_T15114034 	 positive
NA_3441 	 neutral
NA_3701 	 objective
NA_T15114616 	 positive
NA_2483 	 positive
NA_2867 	 objective
NA_1752 	 objective
NA_7521 	 objective
NA_7731 	 negative
NA_3778 	 neutral
NA_386 	 neutral
NA_8209 	 positive
NA_T15112689 	 neutral
NA_1041 	 positive
NA_7557 	 objective
NA_2447 	 objective
NA_6867 	 objective
NA_2383 	 neutral
NA_1020 	 neutral
NA_7265 	 negative
NA_4668 	 positive
NA_3227 	 positive
NA_5247 	 objective
NA_7105 	 positive
NA_168 	 neutral
NA_3470 	 negative
NA_8739 	 objective
NA_7933 	 positive
NA_2264 	 negative
NA_2298 	 objective
NA_T15116452 	 positive
NA_394 	 objective
NA_T15116315 	 positive
NA_7796 	 positive
NA_3146 	 neutral
NA_3284 	 objective
NA_8477 	 objective
NA_T15111195 	 positive
NA_4258 	 positive
NA_T15113782 	 neutral
NA_1440 	 objective
NA_1357 	 positive
NA_4092 	 neutral
NA_6389 	 neutral
NA_5176 	 objective
NA_6042 	 positive
NA_1606 	 neutral
NA_4071 	 negative
NA_5934 	 objective
NA_T15115521 	 neutral
NA_288 	 positive
NA_8344 	 positive
NA_T15112944 	 neutral
NA_2117 	 negative
NA_715 	 positive
NA_1914 	 neutral
NA_T15116292 	 negative
NA_5227 	 objective
NA_T15116469 	 positive
NA_7787 	 objective
NA_3880 	 neutral
NA_4847 	 objective
NA_1001 	 objective
NA_5501 	 neutral
NA_T15111385 	 positive
NA_T15115168 	 objective
NA_8292 	 neutral
NA_8164 	 positive
NA_1501 	 negative
NA_129 	 objective
NA_3027 	 positive
NA_T15111964 	 neutral
NA_1861 	 positive
NA_1845 	 positive
NA_27 	 positive
NA_T15113501 	 positive
NA_1085 	 positive
NA_4309 	 positive
NA_T15111848 	 positive
NA_2170 	 objective
NA_4709 	 positive
NA_728 	 objective
NA_989 	 positive
NA_464 	 neutral
NA_719 	 positive
NA_3286 	 positive
NA_3054 	 objective
NA_324 	 objective
NA_T15114722 	 negative
NA_4088 	 positive
NA_7384 	 positive
NA_8224 	 positive
NA_4858 	 objective
NA_4035 	 objective
NA_T15112397 	 neutral
NA_2988 	 objective
NA_8058 	 positive
NA_8436 	 objective
NA_2477 	 objective
NA_904 	 positive
NA_T15114540 	 objective
NA_2686 	 objective
NA_2348 	 positive
NA_5355 	 positive
NA_8504 	 neutral
NA_6479 	 positive
NA_2189 	 negative
NA_1166 	 positive
NA_3454 	 objective
NA_6963 	 neutral
NA_7330 	 positive
NA_22 	 objective
NA_7202 	 positive
NA_415 	 positive
NA_549 	 neutral
NA_1515 	 positive
NA_3157 	 negative
NA_T15114265 	 objective
NA_3165 	 neutral
NA_5849 	 negative
NA_221 	 positive
NA_8970 	 objective
NA_622 	 neutral
NA_7940 	 negative
NA_1071 	 neutral
NA_4322 	 neutral
NA_363 	 neutral
NA_T15112196 	 objective
NA_435 	 positive
NA_2535 	 negative
NA_T15116080 	 positive
NA_3386 	 positive
NA_T15114729 	 objective
NA_4239 	 objective
NA_3159 	 objective
NA_1961 	 positive
NA_1931 	 objective
NA_6946 	 positive
NA_83 	 positive
NA_T15111380 	 objective
NA_5445 	 neutral
NA_5306 	 objective
NA_T15114570 	 positive
NA_2646 	 objective
NA_6022 	 objective
NA_5648 	 objective
NA_4613 	 objective
NA_T15111152 	 objective
NA_8767 	 positive
NA_4694 	 negative
NA_1378 	 positive
NA_1092 	 negative
NA_3507 	 neutral
NA_7847 	 objective
NA_1650 	 objective
NA_1263 	 objective
NA_6614 	 objective
NA_215 	 positive
NA_T15111837 	 positive
NA_3539 	 negative
NA_T15111704 	 negative
NA_T15116417 	 objective
NA_T15113055 	 negative
NA_2450 	 positive
NA_3195 	 objective
NA_8979 	 neutral
NA_7124 	 neutral
NA_3379 	 positive
NA_8381 	 positive
NA_5585 	 objective
NA_5056 	 neutral
NA_3237 	 negative
NA_1573 	 objective
NA_3962 	 positive
NA_8445 	 neutral
NA_6413 	 positive
NA_7578 	 objective
NA_T15111219 	 positive
NA_T15114807 	 positive
NA_3499 	 negative
NA_8513 	 neutral
NA_956 	 objective
NA_4636 	 objective
NA_7577 	 negative
NA_3653 	 negative
NA_3527 	 positive
NA_1257 	 positive
NA_1928 	 objective
NA_1832 	 neutral
NA_6108 	 positive
NA_3713 	 positive
NA_1281 	 objective
NA_4498 	 neutral
NA_4774 	 objective
NA_8212 	 neutral
NA_5121 	 positive
NA_5188 	 objective
NA_T15113650 	 objective
NA_1708 	 negative
NA_T15114688 	 objective
NA_5502 	 positive
NA_897 	 objective
NA_598 	 neutral
NA_4903 	 objective
NA_4544 	 neutral
NA_T15116108 	 negative
NA_2827 	 positive
NA_4007 	 objective
NA_5046 	 positive
NA_5831 	 negative
NA_T15113118 	 positive
NA_8902 	 objective
NA_7673 	 positive
NA_4971 	 positive
NA_7083 	 objective
NA_4926 	 positive
NA_3818 	 positive
NA_8840 	 positive
NA_2018 	 positive
NA_4714 	 negative
NA_T15113773 	 neutral
NA_7190 	 objective
NA_4327 	 positive
NA_3274 	 positive
NA_T15113298 	 positive
NA_8442 	 positive
NA_2216 	 positive
NA_206 	 positive
NA_1194 	 negative
NA_T15116442 	 neutral
NA_2156 	 neutral
NA_4216 	 negative
NA_2967 	 objective
NA_T15111480 	 objective
NA_5979 	 objective
NA_7815 	 neutral
NA_T15114364 	 negative
NA_8129 	 objective
NA_6385 	 positive
NA_6393 	 positive
NA_2273 	 negative
NA_3119 	 objective
NA_T15114575 	 positive
NA_7475 	 positive
NA_T15111532 	 negative
NA_3562 	 neutral
NA_641 	 positive
NA_3411 	 neutral
NA_4704 	 neutral
NA_5914 	 positive
NA_6662 	 negative
NA_1903 	 objective
NA_T15111718 	 objective
NA_T15113477 	 positive
NA_2214 	 objective
NA_3976 	 positive
NA_3390 	 positive
NA_74 	 neutral
NA_1526 	 objective
NA_4832 	 neutral
NA_4649 	 positive
NA_5791 	 negative
NA_5864 	 neutral
NA_T15114557 	 neutral
NA_T15112209 	 positive
NA_2304 	 neutral
NA_5042 	 neutral
NA_T15112382 	 objective
NA_8663 	 negative
NA_4282 	 positive
NA_3193 	 neutral
NA_5258 	 negative
NA_5957 	 objective
NA_1156 	 neutral
NA_917 	 objective
NA_4618 	 objective
NA_233 	 neutral
NA_1173 	 positive
NA_3467 	 neutral
NA_3318 	 objective
NA_3930 	 objective
NA_T15112598 	 neutral
NA_2327 	 objective
NA_2442 	 positive
NA_6894 	 negative
NA_T15116215 	 neutral
NA_3246 	 positive
NA_2511 	 positive
NA_7482 	 objective
NA_525 	 objective
NA_5998 	 positive
NA_5637 	 neutral
NA_3858 	 neutral
NA_6492 	 positive
NA_2127 	 objective
NA_6275 	 positive
NA_336 	 positive
NA_2232 	 positive
NA_5913 	 positive
NA_1620 	 objective
NA_1449 	 neutral
NA_2361 	 positive
NA_6764 	 positive
NA_8895 	 positive
NA_8213 	 neutral
NA_T15112029 	 positive
NA_4624 	 negative
NA_5656 	 positive
NA_T15112771 	 positive
NA_T15115098 	 positive
NA_5448 	 objective
NA_7000 	 positive
NA_4374 	 positive
NA_8978 	 positive
NA_T15115477 	 neutral
NA_179 	 negative
NA_1821 	 negative
NA_T15112347 	 negative
NA_8281 	 positive
NA_T15111784 	 negative
NA_6974 	 positive
NA_7314 	 neutral
NA_3512 	 objective
NA_279 	 objective
NA_1129 	 positive
NA_3032 	 objective
NA_5323 	 negative
NA_7480 	 positive
NA_8185 	 objective
NA_T15116073 	 positive
NA_118 	 objective
NA_2922 	 positive
NA_8714 	 positive
NA_T15113322 	 objective
NA_5186 	 objective
NA_54 	 negative
NA_1773 	 negative
NA_5382 	 objective
NA_4146 	 positive
NA_6880 	 objective
NA_2516 	 neutral
NA_1283 	 neutral
NA_3023 	 objective
NA_T15114768 	 negative
NA_T15115155 	 positive
NA_2539 	 negative
NA_1857 	 negative
NA_3424 	 neutral
NA_6185 	 positive
NA_8053 	 neutral
NA_5498 	 objective
NA_8524 	 objective
NA_8304 	 negative
NA_912 	 negative
NA_5563 	 objective
NA_5112 	 positive
NA_6861 	 objective
NA_3547 	 positive
NA_8844 	 objective
NA_6104 	 positive
NA_5761 	 positive
NA_T15114564 	 objective
NA_5405 	 positive
NA_5883 	 negative
NA_1441 	 objective
NA_5203 	 objective
NA_8317 	 neutral
NA_4037 	 neutral
NA_5296 	 positive
NA_6040 	 objective
NA_1596 	 objective
NA_5999 	 neutral
NA_4206 	 positive
NA_7972 	 neutral
NA_T15112642 	 positive
NA_T15113385 	 negative
NA_3020 	 positive
NA_8240 	 negative
NA_6685 	 neutral
NA_3851 	 negative
NA_813 	 neutral
NA_T15114602 	 negative
NA_852 	 objective
NA_T15112301 	 positive
NA_7203 	 neutral
NA_4827 	 neutral
NA_6538 	 positive
NA_T15113621 	 positive
NA_T15115541 	 objective
NA_5316 	 negative
NA_5393 	 objective
NA_1651 	 positive
NA_T15115402 	 neutral
NA_T15113941 	 objective
NA_280 	 negative
NA_8128 	 positive
NA_3490 	 positive
NA_T15113715 	 objective
NA_2219 	 positive
NA_533 	 objective
NA_T15113448 	 negative
NA_2365 	 positive
NA_T15114626 	 negative
NA_1073 	 positive
NA_7585 	 negative
NA_3744 	 objective
NA_472 	 positive
NA_T15111398 	 objective
NA_109 	 neutral
NA_7934 	 objective
NA_T15112260 	 neutral
NA_2004 	 positive
NA_6945 	 objective
NA_3402 	 negative
NA_5260 	 objective
NA_7068 	 positive
NA_5108 	 objective
NA_8494 	 objective
NA_4888 	 positive
NA_6700 	 positive
NA_7386 	 objective
NA_7937 	 neutral
NA_8804 	 negative
NA_860 	 positive
NA_8075 	 negative
NA_5107 	 objective
NA_8404 	 objective
NA_6497 	 neutral
NA_2770 	 positive
NA_3376 	 negative
NA_T15115372 	 positive
NA_T15111915 	 negative
NA_5339 	 neutral
NA_4 	 negative
NA_8345 	 neutral
NA_6215 	 positive
NA_2441 	 objective
NA_6164 	 positive
NA_7795 	 positive
NA_856 	 objective
NA_7129 	 positive
NA_1317 	 positive
NA_2649 	 positive
NA_8881 	 objective
NA_8390 	 positive
NA_2791 	 neutral
NA_529 	 positive
NA_4191 	 objective
NA_5228 	 objective
NA_T15114272 	 positive
NA_4379 	 objective
NA_T15113397 	 objective
NA_5010 	 objective
NA_T15112979 	 objective
NA_5757 	 positive
NA_T15111972 	 objective
NA_7103 	 positive
NA_T15111165 	 objective
NA_419 	 objective
NA_5431 	 positive
NA_T15112172 	 negative
NA_8843 	 neutral
NA_5415 	 objective
NA_8303 	 positive
NA_1474 	 negative
NA_3034 	 positive
NA_T15111446 	 positive
NA_287 	 positive
NA_8613 	 positive
NA_T15111323 	 objective
NA_6420 	 neutral
NA_202 	 positive
NA_T15112364 	 positive
NA_1196 	 positive
NA_T15111570 	 objective
NA_8377 	 positive
NA_7553 	 negative
NA_T15114007 	 positive
NA_T15115841 	 neutral
NA_2261 	 objective
NA_3840 	 positive
NA_4153 	 objective
NA_5693 	 neutral
NA_3484 	 objective
NA_T15113205 	 positive
NA_1261 	 neutral
NA_1688 	 positive
NA_1139 	 negative
NA_7661 	 objective
NA_4201 	 positive
NA_164 	 objective
NA_2076 	 positive
NA_5011 	 neutral
NA_6857 	 objective
NA_T15115758 	 positive
NA_523 	 objective
NA_751 	 positive
NA_5897 	 positive
NA_T15114156 	 objective
NA_1250 	 negative
NA_3935 	 positive
NA_1392 	 positive
NA_T15116505 	 objective
NA_2711 	 positive
NA_4472 	 objective
NA_3330 	 positive
NA_3598 	 negative
NA_3384 	 neutral
NA_4676 	 negative
NA_8059 	 positive
NA_T15115781 	 positive
NA_6697 	 neutral
NA_8834 	 neutral
NA_2840 	 positive
NA_7422 	 objective
NA_T15115514 	 negative
NA_6873 	 positive
NA_3868 	 negative
NA_T15115300 	 negative
NA_1435 	 objective
NA_198 	 objective
NA_5404 	 objective
NA_4493 	 positive
NA_6265 	 objective
NA_5200 	 negative
NA_950 	 objective
NA_4081 	 positive
NA_8792 	 neutral
NA_7446 	 objective
NA_494 	 negative
NA_5641 	 objective
NA_5420 	 neutral
NA_114 	 objective
NA_5868 	 objective
NA_T15115309 	 positive
NA_T15113986 	 negative
NA_328 	 objective
NA_T15115983 	 neutral
NA_2937 	 negative
NA_7535 	 positive
NA_4026 	 negative
NA_2729 	 objective
NA_660 	 negative
NA_2747 	 objective
NA_7579 	 neutral
NA_T15114285 	 objective
NA_1669 	 objective
NA_5781 	 positive
NA_5236 	 objective
NA_3175 	 negative
NA_605 	 neutral
NA_8211 	 positive
NA_2088 	 positive
NA_T15115766 	 objective
NA_420 	 objective
NA_T15115007 	 objective
NA_5059 	 positive
NA_T15113233 	 positive
NA_2670 	 negative
NA_3333 	 positive
NA_1765 	 negative
NA_391 	 negative
NA_666 	 objective
NA_4130 	 objective
NA_2469 	 objective
NA_8554 	 positive
NA_8324 	 negative
NA_8635 	 negative
NA_2138 	 positive
NA_7999 	 negative
NA_2838 	 positive
NA_6230 	 positive
NA_4805 	 negative
NA_4628 	 negative
NA_4002 	 negative
NA_5566 	 neutral
NA_3019 	 objective
NA_4117 	 neutral
NA_T15111529 	 positive
NA_T15114385 	 negative
NA_T15111910 	 objective
NA_4906 	 positive
NA_T15114704 	 objective
NA_8450 	 objective
NA_4426 	 neutral
NA_356 	 positive
NA_8759 	 negative
NA_T15115885 	 positive
NA_3161 	 positive
NA_T15113776 	 objective
NA_T15115262 	 negative
NA_T15112900 	 neutral
NA_7008 	 objective
NA_4427 	 neutral
NA_5798 	 positive
NA_T15116049 	 positive
NA_2823 	 positive
NA_1206 	 objective
NA_T15111798 	 negative
NA_5901 	 neutral
NA_8009 	 objective
NA_7810 	 positive
NA_4290 	 objective
NA_1552 	 objective
NA_3466 	 positive
NA_697 	 negative
NA_2141 	 positive
NA_4409 	 negative
NA_5366 	 neutral
NA_657 	 positive
NA_2236 	 objective
NA_8510 	 objective
NA_5551 	 objective
NA_5005 	 positive
NA_T15113325 	 objective
NA_7485 	 positive
NA_T15114908 	 objective
NA_T15116225 	 neutral
NA_T15111315 	 objective
NA_1080 	 positive
NA_5821 	 objective
NA_7251 	 neutral
NA_7136 	 negative
NA_3008 	 objective
NA_T15115035 	 objective
NA_1137 	 positive
NA_1211 	 negative
NA_4772 	 neutral
NA_5861 	 objective
NA_6414 	 objective
NA_6347 	 positive
NA_7163 	 negative
NA_2631 	 objective
NA_7135 	 negative
NA_1050 	 positive
NA_5256 	 objective
NA_2834 	 objective
NA_T15116207 	 objective
NA_144 	 neutral
NA_7172 	 negative
NA_4218 	 objective
NA_4850 	 positive
NA_7951 	 objective
NA_8334 	 objective
NA_8341 	 positive
NA_7362 	 neutral
NA_3970 	 objective
NA_766 	 negative
NA_T15113956 	 positive
NA_183 	 negative
NA_2020 	 objective
NA_5576 	 positive
NA_7509 	 positive
NA_3992 	 objective
NA_T15113655 	 objective
NA_1778 	 negative
NA_2655 	 positive
NA_2453 	 positive
NA_873 	 objective
NA_T15112850 	 positive
NA_827 	 objective
NA_130 	 negative
NA_4112 	 objective
NA_398 	 negative
NA_4970 	 positive
NA_4131 	 objective
NA_2245 	 positive
NA_T15114955 	 negative
NA_495 	 neutral
NA_3218 	 positive
NA_T15114680 	 objective
NA_1566 	 neutral
NA_4604 	 positive
NA_5449 	 negative
NA_T15111142 	 positive
NA_4623 	 positive
NA_T15114946 	 objective
NA_91 	 negative
NA_T15114133 	 negative
NA_5605 	 positive
NA_6555 	 neutral
NA_1580 	 neutral
NA_7244 	 positive
NA_4882 	 positive
NA_1478 	 objective
NA_2239 	 negative
NA_117 	 positive
NA_7488 	 negative
NA_6346 	 positive
NA_T15115998 	 positive
NA_5325 	 positive
NA_6506 	 positive
NA_3138 	 objective
NA_1083 	 positive
NA_3474 	 positive
NA_3607 	 positive
NA_4793 	 negative
NA_T15114189 	 positive
NA_1007 	 negative
NA_T15115355 	 neutral
NA_5571 	 objective
NA_5540 	 neutral
NA_1988 	 objective
NA_8885 	 negative
NA_4166 	 positive
NA_8964 	 positive
NA_187 	 objective
NA_5199 	 positive
NA_3876 	 objective
NA_6194 	 neutral
NA_3729 	 positive
NA_T15116602 	 positive
NA_6811 	 neutral
NA_6607 	 negative
NA_8691 	 positive
